,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue Category,Venue,Venue Latitude,Venue Longitude
490,"Richmond, Adelaide, King",43.649700000000045,-79.38257999999995,Salad Place,Fast Fresh Foods,43.649392411305456,-79.37812292780795
492,"Richmond, Adelaide, King",43.649700000000045,-79.38257999999995,American Restaurant,Jack Astor's Bar & Grill,43.645315,-79.383837
493,"Richmond, Adelaide, King",43.649700000000045,-79.38257999999995,Chinese Restaurant,Modern Wok,43.64733928217316,-79.38435103029407
494,"Richmond, Adelaide, King",43.649700000000045,-79.38257999999995,Chinese Restaurant,Szechuan Express,43.6469728132212,-79.37954884053248
495,"Richmond, Adelaide, King",43.649700000000045,-79.38257999999995,Sushi Restaurant,Sushi-Q,43.64773753191116,-79.37969913096782
498,"Richmond, Adelaide, King",43.649700000000045,-79.38257999999995,American Restaurant,Moxie's Classic Grill,43.64640825187707,-79.38445921313797
499,"Richmond, Adelaide, King",43.649700000000045,-79.38257999999995,Asian Restaurant,Ho Ga Oriental Cuisine,43.648043265436314,-79.383108374673
502,"Richmond, Adelaide, King",43.649700000000045,-79.38257999999995,Restaurant,Thai Express,43.648116,-79.384479
503,"Dufferin, Dovercourt Village",43.665050000000065,-79.43890999999995,Café,Rosie Robin A Touch Of Convenience,43.66318235854112,-79.43542722772675
504,"Dufferin, Dovercourt Village",43.665050000000065,-79.43890999999995,Middle Eastern Restaurant,Parallel,43.66951635632503,-79.43872770646192
506,"Dufferin, Dovercourt Village",43.665050000000065,-79.43890999999995,Brazilian Restaurant,Stop BBQ Chicken,43.665923081653766,-79.43804189355156
508,Scarborough Village,43.74446000000007,-79.23116999999995,Indian Restaurant,Anjappar Authentic Chettinadu Restaurant,43.741592093369114,-79.22679861121233
509,Scarborough Village,43.74446000000007,-79.23116999999995,Restaurant,Swiss Chalet,43.740393078236075,-79.23280219143186
510,"Fairview, Henry Farm, Oriole",43.78097000000002,-79.34780999999998,Restaurant,New York Fries - Fairview Mall,43.77860499015611,-79.34357713182652
513,"Fairview, Henry Farm, Oriole",43.78097000000002,-79.34780999999998,Restaurant,Thai Express,43.77799,-79.344091
514,"Fairview, Henry Farm, Oriole",43.78097000000002,-79.34780999999998,Fast Food Restaurant,KFC,43.7776,-79.3442
515,"Fairview, Henry Farm, Oriole",43.78097000000002,-79.34780999999998,Fast Food Restaurant,McDonald's,43.7784074,-79.3435742
516,"Fairview, Henry Farm, Oriole",43.78097000000002,-79.34780999999998,Fast Food Restaurant,Bourbon St. Grill,43.77827649168577,-79.34324149162853
517,"Fairview, Henry Farm, Oriole",43.78097000000002,-79.34780999999998,Fast Food Restaurant,Fit For Life,43.77935234078756,-79.35056822110249
520,"Fairview, Henry Farm, Oriole",43.78097000000002,-79.34780999999998,Fast Food Restaurant,Taco Bell,43.777992,-79.34409
521,"Fairview, Henry Farm, Oriole",43.78097000000002,-79.34780999999998,Restaurant,Villa Madina,43.77799,-79.344091
522,"Fairview, Henry Farm, Oriole",43.78097000000002,-79.34780999999998,Restaurant,Sushi Shop,43.77799,-79.344091
523,"Fairview, Henry Farm, Oriole",43.78097000000002,-79.34780999999998,Restaurant,Taco Bell,43.77861083632695,-79.34318593865498
526,"Fairview, Henry Farm, Oriole",43.78097000000002,-79.34780999999998,Greek Restaurant,Jimmy The Greek,43.77824451598338,-79.34332200351092
528,"Fairview, Henry Farm, Oriole",43.78097000000002,-79.34780999999998,Chinese Restaurant,Manchu Wok,43.77822514623288,-79.34330206344342
530,"Fairview, Henry Farm, Oriole",43.78097000000002,-79.34780999999998,Japanese Restaurant,Teriyaki Experience,43.77832992258357,-79.34310953832035
531,"Fairview, Henry Farm, Oriole",43.78097000000002,-79.34780999999998,Japanese Restaurant,Yoi,43.778244,-79.34301
532,"Fairview, Henry Farm, Oriole",43.78097000000002,-79.34780999999998,Chinese Restaurant,Szechuan Express,43.777966,-79.343316
533,"Northwood Park, York University",43.764760000000074,-79.48797999999994,Caribbean Restaurant,Carribean Heat,43.764155,-79.490227
535,"Northwood Park, York University",43.764760000000074,-79.48797999999994,Japanese Restaurant,Oishi Sushi,43.76352343481974,-79.49013570659244
536,"Northwood Park, York University",43.764760000000074,-79.48797999999994,Vietnamese Restaurant,Phở Liên Hương,43.76443735783582,-79.48977451350508
537,"Northwood Park, York University",43.764760000000074,-79.48797999999994,Falafel Restaurant,Falafel Express,43.764187100541214,-79.48912096481943
538,"Northwood Park, York University",43.764760000000074,-79.48797999999994,Sushi Restaurant,Aji Sushi,43.763518792314535,-79.49014247583848
540,"Northwood Park, York University",43.764760000000074,-79.48797999999994,Restaurant,Mr.Sub,43.76062,-79.489669
541,"East Toronto, Broadview North (Old East York)",43.688110000000044,-79.33417999999995,Greek Restaurant,Command Centre,43.687667,-79.33949
542,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Salad Place,iQ Food Co,43.642851,-79.382081
543,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Japanese Restaurant,Miku,43.64137436,-79.37753063
545,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Café,Aroma Espresso Bar,43.6423209103846,-79.38374932648954
546,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,New American Restaurant,e11even,43.64242558687748,-79.38144094115985
547,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Bistro,SOCO Kitchen+Bar,43.64303873929366,-79.38380850724118
548,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Italian Restaurant,Taverna Mercatto,43.64262514139939,-79.38325673989138
549,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Steakhouse,Harbour 60 Toronto,43.64222021431867,-79.37794459004243
550,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Italian Restaurant,Amano Pasta,43.64491852117436,-79.38235777637108
551,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Fried Chicken Joint,Union Chicken,43.64491185903613,-79.38232534702786
552,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Restaurant,Kellys Landing,43.645081624120245,-79.38304962483915
553,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Restaurant,Bymark,43.647217284018005,-79.38125188166379
554,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Japanese Restaurant,Chotto Matte,43.646473,-79.378782
555,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Café,McCafé,43.644490691919735,-79.38110912246584
556,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Vegetarian / Vegan Restaurant,Kupfert & Kim,43.64117858582677,-79.37814448224783
557,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Restaurant,Bardi's Steak House,43.64622,-79.383074
559,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Greek Restaurant,Alexandro's World Famous Gyros,43.6416627086796,-79.3752137736969
560,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Japanese Restaurant,Ki Modern Japanese + Bar,43.647223,-79.3793738
561,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Italian Restaurant,Scaddabush Italian Kitchen & Bar,43.6447367776608,-79.38535477982775
562,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Restaurant,Steam Whistle's Biergarten,43.64066595472727,-79.38585895302366
563,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Mexican Restaurant,Chipotle Mexican Grill,43.64489,-79.38305
564,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Italian Restaurant,Piazza Manna,43.641460067165184,-79.37771914472566
565,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Steakhouse,Miller Tavern,43.64239153286039,-79.37751186704443
567,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Gluten-free Restaurant,Kupfert & Kim (Brookfield Place),43.64640689131027,-79.3791688653838
568,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Chinese Restaurant,Szechuan Express,43.6469728132212,-79.37954884053248
569,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Fast Food Restaurant,A&W,43.64136651819956,-79.37794165160912
570,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Sushi Restaurant,Oyshi Sushi,43.64234005516476,-79.37585304260914
574,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Chinese Restaurant,Szechuan Express,43.64134582504235,-79.37796013792254
576,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Café,Cocoberry Cafe,43.64071911609628,-79.3789023221464
577,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Thai Restaurant,Spice Thai,43.63940652819094,-79.38445898645135
578,"Harbourfront East, Union Station, Toronto Islands",43.64285000000007,-79.38075999999995,Middle Eastern Restaurant,Habeebee's Shawarma,43.639643632294266,-79.38268431323097
579,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Asian Restaurant,Foxley Bistro,43.648642746283834,-79.42049525794245
581,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Vietnamese Restaurant,Pho Rua Vang (Golden Turtle),43.64689319654605,-79.41977781583955
582,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Cuban Restaurant,La Cubana,43.64623003878161,-79.4196356996568
583,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Korean Restaurant,OddSeoul,43.64619218474247,-79.4196014527498
584,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,French Restaurant,La Banane,43.64904020618134,-79.42059946263156
585,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Japanese Restaurant,Bazara,43.64853491212856,-79.4205209529485
586,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Greek Restaurant,Mamakas Taverna,43.645908,-79.419654
587,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,New American Restaurant,Union Restaurant,43.64585979013257,-79.41953208988866
589,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Portuguese Restaurant,Moliceiro Restaurant,43.648816,-79.420487
591,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Mac & Cheese Joint,Bobbie Sue's Mac + Cheese,43.64778276946676,-79.42041900552132
592,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Bagel Shop,Schmaltz Appetizing,43.64931511991007,-79.42077512923325
593,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Asian Restaurant,Hanmoto,43.649505301973576,-79.42276783144736
594,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,American Restaurant,Le Swan,43.645102,-79.41483
595,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Malay Restaurant,Soos,43.64625487651962,-79.4196494517963
596,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Vegetarian / Vegan Restaurant,Veghed,43.649224,-79.422326
597,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Seafood Restaurant,Oyster Boy,43.64512413993281,-79.41425949836677
598,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Italian Restaurant,Ufficio,43.649439390888254,-79.42301401069709
599,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Bistro,Té,43.6457982128694,-79.41950829388077
600,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Vietnamese Restaurant,Pho Tien Thanh,43.6454840897343,-79.41927617283633
601,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Diner,The Lakeview Restaurant,43.64943515996231,-79.42039021958406
602,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Restaurant,Montgomery's,43.64427321589836,-79.41852057016375
603,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,New American Restaurant,Böehmer,43.64629266324354,-79.41948952292074
606,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Restaurant,Rhum Corner,43.65089556873813,-79.41316982839948
607,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Diner,Frankie's Bar & Cafe,43.64428952965486,-79.41848108576797
608,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Argentinian Restaurant,Tanto,43.645702812364746,-79.41969394683838
609,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Brazilian Restaurant,Brasileirissimo Steak House,43.64944839477539,-79.42256164550781
611,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Southern / Soul Food Restaurant,The County General,43.64475517040364,-79.41625699799329
612,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Vietnamese Restaurant,Nam Sandwich Shop,43.64513143431947,-79.41433440936565
613,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,French Restaurant,Jules Bistro,43.64486114772944,-79.4159444976822
614,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Mexican Restaurant,Fonda Lola,43.64463289430475,-79.41654631713303
616,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Gastropub,Ossington Stop,43.649373897094165,-79.42141771564779
617,"Little Portugal, Trinity",43.64848000000006,-79.41773999999998,Fast Food Restaurant,KFC,43.6494,-79.4232
618,"Kennedy Park, Ionview, East Birchmount Park",43.725820000000056,-79.26460999999995,Restaurant,Personal Catering Toronto,43.725250434671956,-79.26638960838318
619,"Kennedy Park, Ionview, East Birchmount Park",43.725820000000056,-79.26460999999995,Chinese Restaurant,Hakka No.1,43.72768846107342,-79.26605655631751
621,Downsview,43.733840000000036,-79.46827999999994,Turkish Restaurant,Chef 47,43.730482902230214,-79.46642184396892
622,Downsview,43.733840000000036,-79.46827999999994,Turkish Restaurant,Mustafa,43.73044112172999,-79.46794849096635
623,Downsview,43.733840000000036,-79.46827999999994,Vietnamese Restaurant,Forget Me Not Cafe Vietnamese Resto-Bar,43.730491854293696,-79.46652955512842
624,Downsview,43.733840000000036,-79.46827999999994,Latin American Restaurant,Pupusa Loka,43.730480310428,-79.46684451269826
625,Downsview,43.733840000000036,-79.46827999999994,Italian Restaurant,Mastro's Ristorante,43.730465534997585,-79.4684960885536
628,Downsview,43.733840000000036,-79.46827999999994,Chinese Restaurant,Lucky Wok Resturant,43.73163108423754,-79.46406841278076
629,Downsview,43.733840000000036,-79.46827999999994,Middle Eastern Restaurant,Kervan Turkish Grill,43.730598408350914,-79.46529895481328
631,"The Danforth West, Riverdale",43.68375000000003,-79.35511999999993,Café,Estonian House Cafeteria,43.6817626953125,-79.35824584960938
633,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Restaurant,Canoe,43.647452066183476,-79.38132001815676
635,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Restaurant,Bymark,43.647217284018005,-79.38125188166379
636,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Café,Maman,43.64830873804684,-79.38225333898805
637,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Café,Mos Mos Coffee,43.64815919753501,-79.37874450467258
638,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Gastropub,King Taps,43.648475974183,-79.38205778358744
639,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,American Restaurant,Cactus Club Cafe,43.6495520142626,-79.38167072512041
640,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Café,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829
641,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Japanese Restaurant,Chotto Matte,43.646473,-79.378782
642,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Gluten-free Restaurant,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161
645,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Steakhouse,Hy's Steakhouse,43.649504756476944,-79.38291850488223
646,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Japanese Restaurant,Ki Modern Japanese + Bar,43.647223,-79.3793738
647,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Restaurant,The Keg Steakhouse + Bar - York Street,43.64998659318569,-79.38410336664538
648,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Restaurant,Bardi's Steak House,43.64622,-79.383074
650,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Café,Cafe Landwer,43.64875349932059,-79.3853673607289
652,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Café,Café Plenty,43.6491179354577,-79.37831288380438
653,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Salad Place,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727
654,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Italian Restaurant,Amano Pasta,43.64491852117436,-79.38235777637108
655,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Café,Dineen Coffee,43.650497,-79.378765
656,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Seafood Restaurant,John & Sons Oyster House,43.65065642537144,-79.38161285228475
657,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Seafood Restaurant,Buster's Sea Cove,43.64777410584289,-79.37918080262172
658,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Fried Chicken Joint,Union Chicken,43.64491185903613,-79.38232534702786
660,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Restaurant,Kellys Landing,43.645081624120245,-79.38304962483915
661,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Seafood Restaurant,John & Sons Oyster House,43.65060229830571,-79.38155510682869
662,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Vegetarian / Vegan Restaurant,Rosalinda,43.650252483069295,-79.38515575620075
663,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Asian Restaurant,Bosk at Shangri-La,43.649022736761516,-79.38582635521233
664,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Steakhouse,Michael's on Simcoe,43.64826881661747,-79.38632821234134
665,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Gastropub,Beerbistro,43.64941904378835,-79.37723726034164
666,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Salad Place,iQ Food Co,43.642851,-79.382081
667,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,New American Restaurant,The Chase,43.650951982093595,-79.37942201983014
668,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Italian Restaurant,TOCA,43.64543117726125,-79.38705858895491
669,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,French Restaurant,Biff's Bistro,43.647084825125084,-79.37634231908494
670,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Fast Food Restaurant,iQ Food Co,43.64748168603231,-79.37910417362639
671,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Greek Restaurant,Estiatorio Volos,43.65032912559998,-79.38453301297716
674,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,American Restaurant,The Gabardine,43.65098801064232,-79.38122513218154
675,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Japanese Restaurant,Fune Japanese Restaurant,43.64851365544565,-79.38645657820041
676,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Café,Aroma Espresso Bar,43.64907,-79.38004
677,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Café,Astarté Fresh Yogurt Bar,43.647595917807365,-79.38641938975012
679,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,American Restaurant,Jump,43.64814738516352,-79.37875242540652
680,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Bistro,SOCO Kitchen+Bar,43.64303873929366,-79.38380850724118
681,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Colombian Restaurant,Kojin,43.64939770725357,-79.38609106624851
682,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Japanese Restaurant,Ninki Izakaya,43.65022782352305,-79.38486260004564
683,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Sushi Restaurant,Tachi,43.65059603893127,-79.38339613055128
684,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Asian Restaurant,Sweet Lulu,43.65055650489936,-79.38117543224395
686,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Irish Pub,Irish Embassy,43.647918499361516,-79.37727345157903
687,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Café,McCafé,43.644490691919735,-79.38110912246584
688,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Italian Restaurant,Mercatto,43.6502431921682,-79.38081989149896
689,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Chinese Restaurant,Szechuan Express,43.6469728132212,-79.37954884053248
690,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Steakhouse,Ruth's Chris Steak House,43.6499174,-79.3857238
691,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Salad Place,Fast Fresh Foods,43.647707960663595,-79.3795487376397
694,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Gluten-free Restaurant,Kupfert & Kim (Brookfield Place),43.64640689131027,-79.3791688653838
695,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Noodle House,Momofuku Noodle Bar,43.6493658716176,-79.38621652451032
696,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,American Restaurant,Calii Love,43.64916558,-79.38170804
697,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Salad Place,FLOCK Rotisserie + Greens,43.65098849486318,-79.38191708712704
698,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Italian Restaurant,Scaddabush Italian Kitchen & Bar,43.6447367776608,-79.38535477982775
699,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Restaurant,Victoria's Restaurant,43.64929834396347,-79.37643067251867
700,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Mexican Restaurant,Chipotle Mexican Grill,43.64489,-79.38305
701,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Taco Place,Colibri,43.651041,-79.384065
702,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Sushi Restaurant,Sushi-Q,43.64773753191116,-79.37969913096782
703,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Italian Restaurant,Metropolitan Resto Bar,43.65006166044848,-79.3771814107564
706,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Salad Place,Fast Fresh Foods,43.649392411305456,-79.37812292780795
707,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Vegetarian / Vegan Restaurant,PLANTA Burger Financial District,43.65093442906692,-79.37929871929829
712,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Italian Restaurant,Little Anthony's,43.65029624519052,-79.38451301997945
714,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Restaurant,"Oliver & Bonacini Café Grill, Yonge and Front",43.64714379216559,-79.3769382034035
715,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Asian Restaurant,Szechuan Express,43.650655954097054,-79.37946220756815
716,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Steakhouse,Wildfire Steakhouse Cosmopolitan,43.64865154609798,-79.37706846610173
718,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Ramen Restaurant,Ramen Isshin,43.65053290822287,-79.38360143813185
721,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Restaurant,Harvey's,43.648253897648274,-79.37962738315764
722,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Asian Restaurant,Thai Island,43.64687091962083,-79.37848796874363
723,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Sushi Restaurant,Katana on Bay,43.650299,-79.380858
725,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Restaurant,Speakeasy 21,43.65005051453406,-79.37960097002309
726,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Restaurant,Tundra Restaurant,43.650068857878594,-79.38540891817722
727,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Sushi Restaurant,Pick 6ix,43.64764548097961,-79.37726694070217
728,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Gastropub,Duke of Westminster,43.64948600496914,-79.38195262831303
730,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Restaurant,Swiss Chalet Express,43.647007397309146,-79.37974263426858
731,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Gastropub,O Resto,43.64934814297894,-79.37741524564215
732,"Toronto Dominion Centre, Design Exchange",43.64710000000007,-79.38152999999993,Soup Place,Soup Nutsy,43.65055121893979,-79.38338863508616
733,"Brockton, Parkdale Village, Exhibition Place",43.639410000000055,-79.42675999999993,Italian Restaurant,Caffino,43.63902121044261,-79.42528923382933
737,"Brockton, Parkdale Village, Exhibition Place",43.639410000000055,-79.42675999999993,French Restaurant,Chantecler,43.641754575822084,-79.4312263660021
738,"Brockton, Parkdale Village, Exhibition Place",43.639410000000055,-79.42675999999993,Restaurant,The Drake Hotel,43.64314651334194,-79.42459699348547
739,"Brockton, Parkdale Village, Exhibition Place",43.639410000000055,-79.42675999999993,Restaurant,Nuit Social,43.642856992555856,-79.4253881311002
740,"Brockton, Parkdale Village, Exhibition Place",43.639410000000055,-79.42675999999993,Japanese Restaurant,Guu Izakaya,43.641845549029775,-79.43108645308222
741,"Brockton, Parkdale Village, Exhibition Place",43.639410000000055,-79.42675999999993,Seafood Restaurant,Cool City Oyster Yard,43.64103265245078,-79.4220257375945
742,"Brockton, Parkdale Village, Exhibition Place",43.639410000000055,-79.42675999999993,Vegetarian / Vegan Restaurant,Live Market,43.64004354699461,-79.42143328519197
743,"Brockton, Parkdale Village, Exhibition Place",43.639410000000055,-79.42675999999993,Café,Drake Cafe,43.64306058404513,-79.42481960868692
745,"Brockton, Parkdale Village, Exhibition Place",43.639410000000055,-79.42675999999993,Ethiopian Restaurant,NuNu,43.64283113644224,-79.42562217104096
746,"Brockton, Parkdale Village, Exhibition Place",43.639410000000055,-79.42675999999993,Food,Liberty Village Rotisserie & Grill,43.63994061545074,-79.4220951303475
747,"Brockton, Parkdale Village, Exhibition Place",43.639410000000055,-79.42675999999993,Mexican Restaurant,Grand Electric,43.64171366792598,-79.43154546779928
748,"Brockton, Parkdale Village, Exhibition Place",43.639410000000055,-79.42675999999993,Italian Restaurant,Levetto,43.64142501412593,-79.42218023701327
749,"Brockton, Parkdale Village, Exhibition Place",43.639410000000055,-79.42675999999993,Soup Place,RaviSoups,43.64316390336799,-79.42379619777216
750,"Brockton, Parkdale Village, Exhibition Place",43.639410000000055,-79.42675999999993,Hawaiian Restaurant,Miss Thing's,43.64155912824447,-79.43196184684483
